id,description,parent
Trigonisca,Trigonisca,sec120-1-1
Trichotrigona,Trichotrigona,sec120-1-3
Oxytrigona,Oxytrigona,sec120-1-4
Cephalotrigona,Cephalotrigona,sec120-1-5
Trigona,Trigona,sec120-1-5
Lestrimelitta,Lestrimelitta,sec120-1-6
Melipona,Melipona,sec120-1-7
Nannotrigona,Nannotrigona,sec120-1-9
Scaptotrigona,Scaptotrigona,sec120-1-9
Paratrigona,Paratrigona,sec120-1-1
Partamona,Partamona,sec120-1-1
Meliwillea,Meliwillea,sec120-1-1
Plebeia,Plebeia,sec120-1-1
Paratrigonoides,Paratrigonoides,sec120-1-1
Nogueirapis,Nogueirapis,sec120-1-1
