id,description,parent
Eucera (in part),Eucera (in part),sec112-4-2
Cubitalia,Cubitalia,sec112-4-2
T etralonia,T etralonia,sec112-4-3
Notolonia,Notolonia,sec112-4-4
Eucera (Synhalonia),Eucera (Synhalonia),sec112-4-5
T etraloniella,T etraloniella,sec112-4-5
