id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec112-20-1,"Pygidial plate rounded posteriorly, marginal carina uniform; last ﬂagellar segment longer than any of the others, not broadened; submarginal cells two",T . (Dithygater),"Pygidial plate narrowed subapically and ending in small upturned process, marginal carina elevated subapically; last ﬂagellar segment shorter than others except ﬁrst, broad and ﬂat; submarginal cells three",T . (Trichocerapis s. str.),T . (Dithygater),T . (Trichocerapis s. str.)
