id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec112-12-1,"Antenna of male rather short, reaching propodeum, entirely yellow, ﬁrst ﬂagellar segment over 0.7 times as long as second; last ﬂagellar segment of male tapering to blunt point (Fig. 112-8d) (nearctic)",M. (Martinapis s. str.),"Antenna of male reaching beyond propodeum, black, ﬂagellum red-yellow beneath, ﬁrst ﬂagellar segment nearly 0.6 times as long as second; last ﬂagellar segment of male with ordinary rounded apex (South America)",M. (Svastropsis),M. (Martinapis s. str.),M. (Svastropsis)
