id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec93-2-1,"Hind femur of male without basal thornlike projection or other modiﬁcation; S8 of male elongate, strongly produced distally, its apex broadening before ending abruptly (South America)",B. (Brachynomada s. str.),"Hind femur of male with thornlike projection ventrally and, in some species, with other modiﬁcations on ventral surface; S8 of male less elongate, not strongly produced, tapering to apex (North America)",B. (Melanomada),B. (Brachynomada s. str.),B. (Melanomada)
