id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec100-3-1,"S6 of female produced to a long, slender, median spine; S5 of female with midapical process that is truncate and longer than broad",S. (Pseudodichroa),"S6 of female produced to a process with bifurcate apex; S5 with midapical projection rounded or truncate, much broader than long, sometimes scarcely recognizable, sometimes in emargination that is broader than projection",S. (Sphecodopsis s. str.),S. (Pseudodichroa),S. (Sphecodopsis s. str.)
