id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec73-3-1,"Flagellum of male crenulate, 11-segmented; S8 of male with apical process narrower than disc of sternum (Madagascar)",U. (Nesomonia),"Flagellum of male not crenulate, 12-segmented (Fig. 73-3a); S8 of male tapering toward subtruncate apex, without recognizable apical process (Africa)",U. (Uromonia s. str.),U. (Nesomonia),U. (Uromonia s. str.)
