id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec112-22-1,"Eyes weakly diverging below, antennal socket closer to eye margin than to lateral ocellus; ocelli scarcely larger than antennal sockets",X. (Eoxenoglossa),"Eyes markedly diverging below, antennal socket farther from eye margin than from lateral ocellus; ocelli enlarged, much larger than antennal sockets",X. (Xenoglossa s. str.),X. (Eoxenoglossa),X. (Xenoglossa s. str.)
