id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec54-2-1,"Labrum with basal area triangular, delimited by converging carinae, those in females meeting and forming longitudinal median carina that ends near apex of labrum, and in males ending together near apex of labrum; clypeus protuberant one-fourth to one-half or more of eye width in lateral view; glossa longer than prementum; ﬁrst segment of labial palpus about as long as second to fourth segments taken together",C. (Camptopoeum s. str.),Labrum with basal area delimited by transverse carina that curves basad laterally; clypeus not protuberant; glossa about one-half as long as prementum; ﬁrst segment of labial palpus shorter than second to fourth segments taken together,C. (Epimethea),C. (Camptopoeum s. str.),C. (Epimethea)
