id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec39-7-1,"Hind tibial spurs of male present; basitibial plate of female deﬁned only posteriorly, apex not evident",T . (Trichocolletes s. str.),Hind tibial spurs of male absent; basitibial plate of female complete except for indeﬁnite apex,T . (Callocolletes),T . (Trichocolletes s. str.),T . (Callocolletes)
