id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec111-2-1,"Propodeal triangle with hairs covering entire surface, except sometimes a narrow longitudinal median bare band; apex of labrum of female with margin rounded, lacking denticle; S6 of male with hairs longer along median longitudinal convexity, frequently forming dense tuft",D. (Diadasina s. str.),"Propodeal triangle with upper bare area bordering metanotum, or triangle largely bare; labrum of female with distal margin elevated, smooth, frequently with median denticle; S6 of male evenly covered with short hairs",D. (Leptometriella),D. (Diadasina s. str.),D. (Leptometriella)
