id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec78-1-1,"Hind basitarsus of female slender, parallel-sided; hind legs of male enlarged, basitarsus forming two enormous curved talons; clypeus separated from antennal bases by much more than diameter of antennal socket (Chile)",Neoﬁdelia,"Hind basitarsus of female broadest near base, tapering to narrow apex; hind legs of male not enlarged or modiﬁed; clypeus separated from antennal bases by less than diameter of socket, subantennal suture thus difﬁcult to observe (Africa)",Fidelia,Neoﬁdelia,Fidelia
