id,left_text,left_target,right_text,right_target,left_target_info,right_target_info,parent
sec42-1-1,"Episternal groove complete; ﬁrst ﬂagellar segment nearly as long as, to longer than, scape, much longer than subsequent segments, petiolate (Fig. 42-1a)",sec43-1,"Episternal groove absent below scrobal groove; ﬁrst ﬂagellar segment much shorter than scape, less than twice as long as middle ﬂagellar segments, not or only moderately petiolate (Fig. 42-1b)",sec42-1-2,Caupolicanini,,
sec42-1-2,Notaulus represented by deep groove in anterior part of mesoscutum; malar space nearly one-third as long as eye or longer,sec44-1,Notaulus weak or absent; malar space short or absent,sec45-1,Diphaglossini,Dissoglottini,sec42-1-1
