id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec70-2-1,"T erga without apical hair bands; head broader than long; vertex gently convex, scarcely above level of summits of eyes",E. (Eremaphanta s. str.),T erga with apical hair bands; head longer than broad; vertex extending far above summits of eyes,E. (Popovapis),E. (Eremaphanta s. str.),E. (Popovapis)
