id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec39-6-1,"Metasoma with apical tergal hair bands [except in P. cygni (Cockerell) and montanus Rayment]; basitibial plate of male completely deﬁned, of female usually exposed, rounded apically (angulate in montanus), one-ﬁfth as long as tibia or less (but one-fourth in montanus); jugal lobe of hind wing little more than half as long as vannal lobe (but nearly two-thirds in cygni and montanus); ﬁrst ﬂagellar segment of male longer than broad; apical lobes of S7 of male broad",P . (Anthoglossa),"Metasoma without hair bands; basitibial plate of male not or scarcely deﬁned anteriorly, of female hidden by hairs, bluntly rounded apically, nearly one-fourth as long as tibia; jugal lobe of hind wing about two-thirds as long as vannal lobe; ﬁrst ﬂagellar segment of male broader than long; apical lobes of S7 of male linear",P . (Paracolletes s. str.),P . (Anthoglossa),P . (Paracolletes s. str.)
