id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec116-2-1,"Hind tibial spurs of male not reaching beyond basal third of basitarsus, sometimes only one spur present; hind tibia of male with inner distal patch of dense black hairs; pygidial plate of female broad, occupying exposed dorsal surface of T6, covered with hairs or scales",M. (Mesoplia s. str.),"Hind tibial spurs of male both present, reaching to or beyond middle of basitarsus; hind tibia of male without inner distal hair patch; pygidial plate of female narrow, bare",M. (Eumelissa),M. (Mesoplia s. str.),M. (Eumelissa)
