id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec84-2-1,Scopa present on S2 to S5 or S6 (Fig. 8-7); metasoma not tapering throughout its length (Fig. 8-3),Megachile,,,Megachile,
