id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec73-2-1,"T7 of male biﬁd, without pygidial plate; galeal blade broad, shorter than stipes (Madagascar)",P . (Dicromonia),"T7 of male simple, with pygidial plate; galeal blade tapering, about as long as stipes (Africa)",P . (Pseudophilanthus s. str.),P . (Dicromonia),P . (Pseudophilanthus s. str.)
