id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec48-5-1,"Facial fovea with upper end on level of, or below, upper end of eye, nearer eye margin than to lateral ocellus, not curved mesad; margin of basitibial plate represented by tubercles that extend beyond middle of tibia; clypeus more than three times as wide as median length",P . (Pachyprosopis s. str.),,,P . (Pachyprosopis s. str.),
