id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec82-17-1,"Propodeum with postspiracular fovea; T6 of male without lateral lobe; S4 of male with median comb, S5 with comb laterally (nearctic, Mesoamerica)",P . (Paranthidium s. str.),Propodeum without postspiracular fovea or with fovea only about the size of the spiracle; T6 of male with lateral lobe; sterna of male without combs (Mesoamerica),P . (Rapanthidium),P . (Paranthidium s. str.),P . (Rapanthidium)
