id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec62-5-1,Fore wing with two submarginal cells; dorsal surface of propodeum not or little longer than metanotum; body length about 6 mm,S. (Michenerula),Fore wing usually with three submarginal cells; dorsal surface of propodeum much longer than metanotum; body length 4.5 mm or less,S. (Sphecodosoma s. str.),S. (Michenerula),S. (Sphecodosoma s. str.)
