id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec90-7-1,All tagmata richly marked with yellow; mandible of female with median tooth longer than others; maxillary palpus 5-segmented; gonobase of male nearly as long as midventral length of gonocoxite,E. (Alboneuridia),Body dark except for clypeus and limited pale marks elsewhere (thus coloration as in most Braunsapis); mandible of female with lower tooth longer than others; maxillary palpus 6-segmented; gonobase much shorter than midventral length of gonocoxite,E. (Exoneuridia s str.),E. (Alboneuridia),E. (Exoneuridia s str.)
