id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec113-4-1,"Arolia absent; ﬁrst ﬂagellar segment shorter than scape; labrum with transverse preapical ridge, often broken; T2 with lateral gradulus reaching about middle of exposed part of tergum",P . (Pachymelopsis),Arolia present; ﬁrst ﬂagellar segment as long as or usually longer than scape; labrum without transverse preapical ridge; T2 with lateral gradulus usually strong and reaching posterior marginal zone of tergum,P . (Pachymelus s. str.),P . (Pachymelopsis),P . (Pachymelus s. str.)
