id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec39-3-1,Facial fovea absent; omaulus not carinate,E. (Ethalonchopria),Facial fovea distinct; omaulus carinate,E. (Eulonchopria s. str.),E. (Ethalonchopria),E. (Eulonchopria s. str.)
