id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec72-1-1,"Female with only one hind tibial spur that is large and curved (Fig. 72-2d); vertex strongly concave, as seen from front; hind basitarsus of male with hairy pocket near base of outer surface (Fig. 72-2c)",Samba,"Female with two hind tibial spurs; vertex not or scarcely concave; hind basitarsus of male without hairy pocket (Fig. 72-2a, b)",Haplomelitta,Samba,Haplomelitta
