id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec112-5-1,"Claws of female simple; arolia unusually small; mandible with large, right-angular preapical tooth separated from apex by deep notch; head strongly elevated behind ocelli; body length over 15 mm",A. (Megascirtetica),"Claws of female with inner tooth; arolia of ordinary size; mandible simple, preapical tooth vestigial or absent; head not or weakly elevated behind ocelli; body length 12 mm or less",A. (Alloscirtetica s. str.),A. (Megascirtetica),A. (Alloscirtetica s. str.)
