id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec90-5-1,"All tagmata with some yellow or white integument, or integument largely pale, but metasoma sometimes red",C. (Compsomelissa s. str.),"Pale areas limited to head, pronotal lobe and legs, but metasoma sometimes red",C. (Halterapis),C. (Compsomelissa s. str.),C. (Halterapis)
