id,left_text,left_target,right_text,right_target,left_target_info,right_target_info
sec97-2-1,"Maxillary palpus shorter than or as long as greatest galeal width, oneor two-segmented; second submarginal cell about as long as ﬁrst; body length 3.5 to 6.0 mm",N. (Micropasites),"Maxillary palpus much longer than greatest galeal width, four-segmented; second submarginal cell much shorter than ﬁrst; body length 6 to 8 mm.",N. (Neopasites s. str.),N. (Micropasites),N. (Neopasites s. str.)
