Title,Year,Author,Publisher,Page Number,Type,Text Content,Figure Number,Image Key,Image URL,Image Description
Discover Life Database,2025,Discover Life Research Team,Discover Life Publisher,,Tabulated Data,"The scientific name of this bee is Acamptopoeum argentinum, this is the bee's accepted name. Acamptopoeum argentinum was originally described by Friese in the year 1906. Acamptopoeum argentinum's taxonomic hierarchy is, The kingdom is Animalia ; The phylum is  Arthropoda ; The class is  Insecta ; The order is  Hymenoptera ; The family is  Andrenidae ; The genus is  Acamptopoeum ; and the species is  Acamptopoeum argentinum",,,,
Discover Life Database,2025,Discover Life Research Team,Discover Life Publisher,,Tabulated Data,"The scientific name of this bee is Acamptopoeum calchaqui, this is the bee's accepted name. Acamptopoeum calchaqui was originally described by Compagnucci in the year 2004. Acamptopoeum calchaqui's taxonomic hierarchy is, The kingdom is Animalia ; The phylum is  Arthropoda ; The class is  Insecta ; The order is  Hymenoptera ; The family is  Andrenidae ; The genus is  Acamptopoeum ; and the species is  Acamptopoeum calchaqui",,,,
Discover Life Database,2025,Discover Life Research Team,Discover Life Publisher,,Tabulated Data,"The scientific name of this bee is Acamptopoeum colombiense, this is the bee's accepted name. Acamptopoeum colombiense was originally described by Shinn in the year 1965. Acamptopoeum colombiense's taxonomic hierarchy is, The kingdom is Animalia ; The phylum is  Arthropoda ; The class is  Insecta ; The order is  Hymenoptera ; The family is  Andrenidae ; The genus is  Acamptopoeum ; and the species is  Acamptopoeum colombiense",,,,
Discover Life Database,2025,Discover Life Research Team,Discover Life Publisher,,Tabulated Data,"The scientific name of this bee is Acamptopoeum colombiensis, this is a synonym of the bee's accepted name Acamptopoeum colombiense. Acamptopoeum colombiensis was originally described by Shinn in the year 1965 and the describer for the accepted name is Shinn from the year 1965.Acamptopoeum colombiensis's taxonomic hierarchy is, The kingdom is Animalia ; The phylum is  Arthropoda ; The class is  Insecta ; The order is  Hymenoptera ; The family is  Andrenidae ; The genus is  Acamptopoeum ; and the species is  Acamptopoeum colombiense",,,,
Discover Life Database,2025,Discover Life Research Team,Discover Life Publisher,,Tabulated Data,"The scientific name of this bee is Acamptopoeum fernandezi, this is the bee's accepted name. Acamptopoeum fernandezi was originally described by Gonzalez in the year 2004. Acamptopoeum fernandezi's taxonomic hierarchy is, The kingdom is Animalia ; The phylum is  Arthropoda ; The class is  Insecta ; The order is  Hymenoptera ; The family is  Andrenidae ; The genus is  Acamptopoeum ; and the species is  Acamptopoeum fernandezi",,,,
